adm1 identifier,report,log10 of population,surveillance quality,temperature suitability index,rainfall delayed by one month,interaction of the temperature suitability index and rainfall delayed by one month,EVI
Mar-07,0,3.266457314,2.152947454,10.57351853,0.238323429,2.047190888,0.080543014
Mar-08,0,6.427177127,2.152947454,11.55439913,0.64696817,4.293019562,0.151723074
Mar-09,0,6.256356557,2.152947454,7.244776117,0.970990247,4.427453518,0.177955308
MLI1,1,5.810194343,0.742467944,35.93495337,2.470744745,74.70463969,0.140677734
MLI2,0,5.41296535,0.742467944,52.72029099,0.778043126,50.0283392,0.105166148
MLI3,1,5.737223793,0.742467944,38.99111091,1.869693248,58.93857506,0.232716631
MLI4,0,4.50695229,0.742467944,53.57402651,0.543977509,39.94933595,0.086978034
MLI5,1,5.784539639,0.742467944,33.3408426,2.205781079,58.24473765,0.237343376
MLI6,0,5.822294245,0.742467944,43.60159705,1.699072139,69.46329831,0.167935322
MLI7,0,5.843542703,0.742467944,35.78687447,1.9091345,57.05153938,0.206121145
MLI8,1,5.872782079,0.742467944,29.84053007,2.537573153,61.8527563,0.276421682
MLI9,0,5.50989808,0.742467944,44.26473746,0.930983223,51.92215526,0.122701383
MOZ1,0,6.098314583,2.152947454,17.49284054,2.409583619,46.76692982,0.327799425
MOZ10,0,6.47610343,2.152947454,14.79721997,2.494804283,40.18132922,0.357884313
MOZ2,0,5.9730893,2.152947454,16.31363754,1.334508806,26.93003724,0.334940727
MOZ3,0,5.983705625,2.152947454,16.84893184,1.456216745,31.78464827,0.359994126
MOZ4,0,6.038515648,2.152947454,12.39270769,1.883909188,28.53647702,0.355801201
MOZ5,0,6.25842366,2.152947454,11.35433134,1.471285183,21.26929483,0.269607661
MOZ6,0,6.493100799,2.152947454,17.68175754,2.568815233,50.82210431,0.313987868
MOZ7,0,5.964920903,2.152947454,9.847697179,2.562288576,25.40713073,0.308822234
MOZ8,0,6.104948446,2.152947454,15.10963069,2.376722692,42.04855281,0.31896247
MOZ9,0,6.153178156,2.152947454,12.98190555,2.171280961,30.19977347,0.295535318
MRT1,0,4.624567211,2.152947454,47.9899407,0.328030893,17.53123941,0.064752971
MRT10,0,5.626838275,2.152947454,40.53727161,0.287080308,14.89186753,0.085906883
MRT11,0,4.632450914,2.152947454,54.70389443,0.588007022,37.16245072,0.098168385
MRT12,0,4.571271593,2.152947454,29.89978362,0.224133443,5.99059998,0.07119964
MRT13,0,5.232174733,2.152947454,39.58607583,0.59394055,27.91237344,0.150056782
MRT2,0,5.237727906,2.152947454,54.68293332,1.008653924,55.93249204,0.140592466
MRT3,0,5.213535706,2.152947454,54.19179333,0.795971723,43.98675791,0.138929037
MRT4,0,4.721244474,2.152947454,23.85189189,0.166710266,4.810051337,0.075839938
MRT5,0,5.260103791,2.152947454,53.21929905,0.999801885,51.2875745,0.140575926
MRT6,0,5.127505886,2.152947454,54.69073615,1.322668287,66.6644089,0.16531591
MRT7,0,5.281129048,2.152947454,43.20719908,1.027462524,49.55344158,0.138477379
MRT8,0,5.185127024,2.152947454,47.07944028,1.118650542,51.89789117,0.16417546
MRT9,0,3.89412364,2.152947454,47.58277832,0.306253261,16.94670164,0.064157464
MWI1,0,5.382816925,2.152947454,15.64022397,2.26431226,38.51268838,0.296729268
MWI10,0,6.10311918,2.152947454,7.364239716,2.582884829,19.99382198,0.251989742
MWI11,0,5.543563206,2.152947454,11.62437724,2.188146204,28.17203698,0.290307701
MWI12,0,5.755759807,2.152947454,11.19280614,2.360776775,28.10633842,0.289352117
MWI13,0,5.481531492,2.152947454,7.439545847,2.772332817,21.99108709,0.310750452
MWI14,0,5.600223051,2.152947454,9.090224792,2.19520763,22.31628358,0.319788572
MWI15,0,5.1005029,2.152947454,13.76535379,2.195510121,34.25935215,0.324633693
MWI16,0,5.766249435,2.152947454,6.10416232,2.572832389,16.04560497,0.287939547
MWI17,0,5.204424567,2.152947454,6.389599209,2.674962133,18.25276595,0.331114382
MWI18,0,5.341571249,2.152947454,10.41981117,2.465855217,24.84164449,0.265324865
MWI19,0,5.27878344,2.152947454,20.34361738,2.03931421,47.37089758,0.34909718
MWI2,0,5.882083147,2.152947454,9.519660547,2.25270351,24.30231437,0.321186169
MWI20,0,5.534426292,2.152947454,10.15782204,2.431792109,27.54615445,0.312136185
MWI21,0,5.198839302,2.152947454,7.498369689,2.493676726,19.20577431,0.276840573
MWI22,0,5.338109424,2.152947454,10.02098113,2.22924108,24.63595254,0.280790872
MWI23,0,5.080624016,2.152947454,5.866905466,2.541441557,14.7354536,0.291319889
MWI24,0,5.376722518,2.152947454,13.19546892,2.421465149,29.04287633,0.266132442
MWI25,0,5.640999626,2.152947454,9.488410752,2.133307858,23.97924671,0.360983437
MWI26,0,5.71591374,2.152947454,10.4916248,2.215798837,25.53439398,0.297159369
MWI3,0,5.527829356,2.152947454,21.66453631,2.110784638,50.63890125,0.329768809
MWI4,0,5.358001238,2.152947454,9.854119431,2.257312574,25.52851198,0.29756745
MWI5,0,5.094590741,2.152947454,6.669226007,2.995185612,18.88287108,0.313488591
MWI6,0,5.663372467,2.152947454,6.438344873,2.648672899,17.61083861,0.273677037
MWI7,0,5.596994086,2.152947454,6.73622573,2.519746283,17.28543284,0.263810327
MWI8,0,5.269637266,2.152947454,10.36424913,2.862415001,26.27215865,0.257461878
MWI9,0,5.656839416,2.152947454,8.108824184,2.475370627,21.38379503,0.26778695
NAM1,0,4.819356997,2.152947454,15.96754161,2.109428325,37.40204516,0.299119885
NAM10,0,5.27253626,2.152947454,15.91490345,1.428995406,26.92462682,0.185456424
NAM11,0,5.122295389,2.152947454,13.73760835,1.306198632,21.27187743,0.179566547
NAM12,0,5.119856286,2.152947454,13.7841731,1.423676529,23.58147689,0.211224904
NAM13,0,5.044578802,2.152947454,9.767327162,1.530221405,18.89887076,0.182721407
NAM2,0,4.945052764,2.152947454,10.01317832,0.653514813,8.649972354,0.089816755
NAM3,0,4.747050476,2.152947454,11.52607876,1.009588221,16.8210029,0.108924778
NAM4,0,4.754327747,2.152947454,10.89169599,0.47081711,6.928322672,0.071609638
NAM5,0,5.211273808,2.152947454,14.57524735,1.6499026,27.506536,0.257172051
NAM6,0,5.311398821,2.152947454,7.458895038,1.339250615,12.80242629,0.147637231
NAM7,0,4.747402889,2.152947454,11.01658917,1.476794674,19.40735206,0.157662021
NAM8,0,5.269978034,2.152947454,15.3594356,1.523275552,27.21099586,0.228929839
NAM9,0,4.745746777,2.152947454,9.123590941,1.267884277,15.99366367,0.178391298
NER1,0,5.358840323,0.260771115,46.32557109,0.55027042,35.42461604,0.090617417
NER2,0,5.345523113,0.260771115,44.87430241,1.114118269,56.38861065,0.164214287
NER3,0,5.96793543,0.260771115,41.73516112,1.763680977,68.06396841,0.186736987
NER4,0,6.148807744,0.260771115,40.71688768,1.492600884,62.15009496,0.175194015
NER5,0,5.758236817,0.260771115,42.89886941,1.458120591,61.26153289,0.151588665
NER6,0,6.088029285,0.260771115,40.75867921,1.276603842,52.72072839,0.136755696
NER7,0,6.058746637,0.260771115,46.46186558,1.408918532,66.59740167,0.142918782
NER8,0,6.118341911,0.260771115,39.79676234,1.415729942,61.64390516,0.163713836
NGA1,0,6.311447422,0.166838027,21.47481968,5.516004639,110.488367,0.343528173
NGA10,1,6.361921818,0.166838027,23.84436691,4.303100375,97.51770498,0.344426569
NGA11,0,6.195154961,0.166838027,24.14218998,4.99838889,108.9888252,0.299396989
NGA12,1,6.25823962,0.166838027,23.65802932,3.921796638,86.99942494,0.347585325
NGA13,0,6.237330223,0.166838027,19.29779233,3.951550154,71.54212819,0.401187319
NGA14,0,6.371567219,0.166838027,23.22577094,4.179443575,88.1531347,0.311898066
NGA15,0,6.005366139,0.166838027,21.47502068,3.807304273,70.94266671,0.276094987
NGA16,0,6.226833526,0.166838027,32.21789247,2.766587049,76.79802546,0.236202731
NGA17,1,6.34104951,0.166838027,22.90028106,5.191770397,110.9853078,0.339198359
NGA18,0,6.496901135,0.166838027,30.99400855,1.832680761,51.02218721,0.223100606
NGA19,0,6.502107224,0.166838027,21.07684811,3.766642638,63.8515857,0.278074401
NGA2,0,6.355589825,0.166838027,32.1970113,3.216944017,87.32958601,0.26318963
